n: 20	p: 2
FO:	45954.152344
HUBS:	[6, 16]
OR	H1	H2	DS	CUSTO
18	10	10	12	26758.248047
18	10	10	13	22590.031250
18	10	10	14	19510.060547
18	10	10	15	19904.054688
18	10	10	16	38174.164063
18	10	10	17	28179.367188
18	10	10	18	23303.095703
18	10	10	19	22412.031250
19	10	0	0	33091.269531
19	10	10	1	37712.265625
19	10	10	2	28720.437500
19	10	10	3	35947.894531
19	10	10	4	28716.619141
19	10	10	5	23183.154297
19	10	10	6	18816.767578
19	10	10	7	19642.767578
19	10	10	8	27161.404297
19	10	10	9	16190.021484
19	10	10	10	10760.484375
19	10	10	11	19754.748047
19	10	10	12	25867.183594
19	10	10	13	21698.966797
19	10	10	14	18618.998047
19	10	10	15	19012.990234
19	10	10	16	37283.101563
19	10	10	17	27288.302734
19	10	10	18	22412.031250
19	10	10	19	21520.968750
n: 20	p: 5
FO:	37868.148438
HUBS:	[6, 3, 16, 0, 17]
OR	H1	H2	DS	CUSTO
0	0	0	0	0.000000
0	0	0	1	11573.680664
0	0	0	2	18163.412109
0	0	3	3	27613.445313
0	0	0	4	15640.175781
0	0	0	5	17506.423828
0	0	6	6	17232.806641
0	0	6	7	26934.187500
0	0	0	8	20952.585938
0	0	6	9	24434.632813
0	0	6	10	25289.089844
0	0	6	11	31113.931641
0	0	0	12	26751.919922
0	0	17	13	31267.707031
0	0	6	14	31876.361328
0	0	6	15	32643.593750
0	0	16	16	24714.789063
0	0	17	17	25665.275391
0	0	17	18	32434.980469
0	0	6	19	35782.667969
1	0	0	0	11573.680664
1	0	0	1	23147.361328
1	6	6	2	28944.699219
1	3	3	3	26434.767578
1	0	0	4	27213.855469
1	6	6	5	24642.632813
1	6	6	6	18942.300781
1	6	6	7	28643.679688
1	0	0	8	32526.265625
1	6	6	9	26144.126953
1	6	6	10	26998.583984
1	6	6	11	32823.425781
1	6	6	12	36271.945313
1	6	6	13	35481.140625
1	6	6	14	33585.855469
1	6	6	15	34353.085938
1	0	16	16	36288.468750
1	6	17	17	35131.160156
1	6	6	18	37396.406250
1	6	6	19	37492.164063
2	0	0	0	18163.412109
2	6	6	1	28944.699219
2	6	6	2	20004.796875
2	3	3	3	19050.708984
2	6	6	4	24690.714844
2	6	6	5	15702.729492
2	6	6	6	10002.398438
2	6	6	7	19703.777344
2	6	6	8	25723.578125
2	6	6	9	17204.224609
2	6	6	10	18058.681641
2	6	6	11	23883.523438
2	6	6	12	27332.044922
2	6	6	13	26541.238281
2	6	6	14	24645.953125
2	6	6	15	25413.185547
2	6	16	16	31717.218750
2	6	17	17	26191.257813
2	6	6	18	28456.505859
2	6	6	19	28552.259766
3	3	0	0	27613.445313
3	3	3	1	26434.767578
3	3	3	2	19050.708984
3	3	3	3	0.000000
3	3	6	4	30952.535156
3	3	6	5	21964.550781
3	3	6	6	16264.218750
3	3	3	7	16710.349609
3	3	6	8	31985.398438
3	3	6	9	23466.044922
3	3	6	10	24320.501953
3	3	3	11	21074.068359
3	3	6	12	33593.867188
3	3	6	13	32803.058594
3	3	6	14	30907.773438
3	3	3	15	25973.289063
3	3	16	16	37868.148438
3	3	17	17	31249.792969
3	3	6	18	34718.328125
3	3	3	19	34468.824219
4	0	0	0	15640.175781
4	0	0	1	27213.855469
4	6	6	2	24690.714844
4	6	3	3	30952.535156
4	6	6	4	29376.630859
4	6	6	5	20388.646484
4	6	6	6	14688.315430
4	6	6	7	24389.695313
4	6	6	8	30409.496094
4	6	6	9	21890.140625
4	6	6	10	22744.597656
4	6	6	11	28569.439453
4	17	17	12	26095.203125
4	17	17	13	24185.859375
4	17	17	14	27761.507813
4	6	6	15	30099.101563
4	16	16	16	19019.167969
4	17	17	17	18583.425781
4	17	17	18	25353.128906
4	17	17	19	29706.306641
5	0	0	0	17506.423828
5	6	6	1	24642.632813
5	6	6	2	15702.729492
5	6	3	3	21964.550781
5	6	6	4	20388.646484
5	6	6	5	11400.662109
5	6	6	6	5700.331055
5	6	6	7	15401.710938
5	6	6	8	21421.511719
5	6	6	9	12902.157227
5	6	6	10	13756.613281
5	6	6	11	19581.455078
5	6	6	12	23029.976563
5	6	6	13	22239.171875
5	6	6	14	20343.884766
5	6	6	15	21111.117188
5	16	16	16	26912.255859
5	6	17	17	21889.189453
5	6	6	18	24154.437500
5	6	6	19	24250.191406
6	6	0	0	17232.806641
6	6	6	1	18942.300781
6	6	6	2	10002.398438
6	6	3	3	16264.218750
6	6	6	4	14688.315430
6	6	6	5	5700.331055
6	6	6	6	0.000000
6	6	6	7	9701.379883
6	6	6	8	15721.179688
6	6	6	9	7201.826172
6	6	6	10	8056.282715
6	6	6	11	13881.124023
6	6	6	12	17329.646484
6	6	6	13	16538.839844
6	6	6	14	14643.553711
6	6	6	15	15410.787109
6	6	16	16	21714.820313
6	6	17	17	16188.858398
6	6	6	18	18454.107422
6	6	6	19	18549.861328
7	6	0	0	26934.187500
7	6	6	1	28643.679688
7	6	6	2	19703.777344
7	3	3	3	16710.349609
7	6	6	4	24389.695313
7	6	6	5	15401.710938
7	6	6	6	9701.379883
7	6	6	7	19402.759766
7	6	6	8	25422.558594
7	6	6	9	16903.207031
7	6	6	10	17757.662109
7	6	6	11	23582.503906
7	6	6	12	27031.027344
7	6	6	13	26240.218750
7	6	6	14	24344.933594
7	6	6	15	25112.167969
7	6	16	16	31416.199219
7	17	17	17	25348.378906
7	6	6	18	28155.488281
7	6	6	19	28251.242188
8	0	0	0	20952.585938
8	0	0	1	32526.265625
8	6	6	2	25723.578125
8	6	3	3	31985.398438
8	6	6	4	30409.496094
8	6	6	5	21421.511719
8	6	6	6	15721.179688
8	6	6	7	25422.558594
8	17	17	8	26709.685547
8	6	6	9	22923.005859
8	6	6	10	23777.462891
8	6	6	11	29602.304688
8	17	17	12	20866.619141
8	17	17	13	18957.275391
8	17	17	14	22532.925781
8	6	6	15	31131.966797
8	16	16	16	14437.865234
8	17	17	17	13354.842773
8	17	17	18	20124.546875
8	17	17	19	24477.722656
9	6	0	0	24434.632813
9	6	6	1	26144.126953
9	6	6	2	17204.224609
9	6	3	3	23466.044922
9	6	6	4	21890.140625
9	6	6	5	12902.157227
9	6	6	6	7201.826172
9	6	6	7	16903.207031
9	6	6	8	22923.005859
9	6	6	9	14403.652344
9	6	6	10	15258.109375
9	6	6	11	21082.949219
9	17	17	12	21896.687500
9	17	17	13	19987.343750
9	6	6	14	21845.378906
9	6	6	15	22612.613281
9	16	16	16	22528.132813
9	17	17	17	14384.910156
9	17	17	18	21154.613281
9	17	17	19	25507.791016
10	6	0	0	25289.089844
10	6	6	1	26998.583984
10	6	6	2	18058.681641
10	6	3	3	24320.501953
10	6	6	4	22744.597656
10	6	6	5	13756.613281
10	6	6	6	8056.282715
10	6	6	7	17757.662109
10	6	6	8	23777.462891
10	6	6	9	15258.109375
10	6	6	10	16112.565430
10	6	6	11	21937.406250
10	17	17	12	24039.595703
10	17	17	13	22130.250000
10	6	6	14	22699.835938
10	6	6	15	23467.070313
10	17	16	16	25683.552734
10	17	17	17	16527.818359
10	17	17	18	23297.523438
10	6	6	19	26606.144531
11	6	0	0	31113.931641
11	6	6	1	32823.425781
11	6	6	2	23883.523438
11	3	3	3	21074.068359
11	6	6	4	28569.439453
11	6	6	5	19581.455078
11	6	6	6	13881.124023
11	6	6	7	23582.503906
11	6	6	8	29602.304688
11	6	6	9	21082.949219
11	6	6	10	21937.406250
11	6	6	11	27762.248047
11	17	17	12	31063.261719
11	17	17	13	29153.917969
11	6	6	14	28524.677734
11	6	6	15	29291.910156
11	17	16	16	32707.218750
11	17	17	17	23551.484375
11	17	17	18	30321.187500
11	6	6	19	32430.984375
12	0	0	0	26751.919922
12	6	6	1	36271.945313
12	6	6	2	27332.044922
12	6	3	3	33593.867188
12	17	17	4	26095.203125
12	6	6	5	23029.976563
12	6	6	6	17329.646484
12	6	6	7	27031.027344
12	17	17	8	20866.619141
12	17	17	9	21896.687500
12	17	17	10	24039.595703
12	17	17	11	31063.261719
12	17	17	12	15023.553711
12	17	17	13	13114.208984
12	17	17	14	16689.859375
12	17	17	15	27168.191406
12	16	16	16	11729.930664
12	17	17	17	7511.776855
12	17	17	18	14281.480469
12	17	17	19	18634.658203
13	17	0	0	31267.707031
13	6	6	1	35481.140625
13	6	6	2	26541.238281
13	6	3	3	32803.058594
13	17	17	4	24185.859375
13	6	6	5	22239.171875
13	6	6	6	16538.839844
13	6	6	7	26240.218750
13	17	17	8	18957.275391
13	17	17	9	19987.343750
13	17	17	10	22130.250000
13	17	17	11	29153.917969
13	17	17	12	13114.208984
13	17	17	13	11204.865234
13	17	17	14	14780.515625
13	17	17	15	25258.847656
13	17	16	16	14758.167969
13	17	17	17	5602.432617
13	17	17	18	12372.136719
13	17	17	19	16725.312500
14	6	0	0	31876.361328
14	6	6	1	33585.855469
14	6	6	2	24645.953125
14	6	3	3	30907.773438
14	17	17	4	27761.507813
14	6	6	5	20343.884766
14	6	6	6	14643.553711
14	6	6	7	24344.933594
14	17	17	8	22532.925781
14	6	6	9	21845.378906
14	6	6	10	22699.835938
14	6	6	11	28524.677734
14	17	17	12	16689.859375
14	17	17	13	14780.515625
14	17	17	14	18356.166016
14	17	17	15	28834.496094
14	17	16	16	18333.818359
14	17	17	17	9178.083008
14	17	17	18	15947.787109
14	17	17	19	20300.964844
15	6	0	0	32643.593750
15	6	6	1	34353.085938
15	6	6	2	25413.185547
15	3	3	3	25973.289063
15	6	6	4	30099.101563
15	6	6	5	21111.117188
15	6	6	6	15410.787109
15	6	6	7	25112.167969
15	6	6	8	31131.966797
15	6	6	9	22612.613281
15	6	6	10	23467.070313
15	6	6	11	29291.910156
15	17	17	12	27168.191406
15	17	17	13	25258.847656
15	17	17	14	28834.496094
15	6	6	15	30821.574219
15	17	16	16	28812.148438
15	17	17	17	19656.414063
15	17	17	18	26426.117188
15	17	17	19	30779.294922
16	16	0	0	24714.789063
16	16	0	1	36288.468750
16	16	6	2	31717.218750
16	16	3	3	37868.148438
16	16	16	4	19019.167969
16	16	16	5	26912.255859
16	16	6	6	21714.820313
16	16	6	7	31416.199219
16	16	16	8	14437.865234
16	16	16	9	22528.132813
16	16	17	10	25683.552734
16	16	17	11	32707.218750
16	16	16	12	11729.930664
16	16	17	13	14758.167969
16	16	17	14	18333.818359
16	16	17	15	28812.148438
16	16	16	16	0.000000
16	16	17	17	9155.734375
16	16	17	18	15925.439453
16	16	17	19	20278.615234
17	17	0	0	25665.275391
17	17	6	1	35131.160156
17	17	6	2	26191.257813
17	17	3	3	31249.792969
17	17	17	4	18583.425781
17	17	6	5	21889.189453
17	17	6	6	16188.858398
17	17	17	7	25348.378906
17	17	17	8	13354.842773
17	17	17	9	14384.910156
17	17	17	10	16527.818359
17	17	17	11	23551.484375
17	17	17	12	7511.776855
17	17	17	13	5602.432617
17	17	17	14	9178.083008
17	17	17	15	19656.414063
17	17	16	16	9155.734375
17	17	17	17	0.000000
17	17	17	18	6769.704102
17	17	17	19	11122.880859
18	17	0	0	32434.980469
18	6	6	1	37396.406250
18	6	6	2	28456.505859
18	6	3	3	34718.328125
18	17	17	4	25353.128906
18	6	6	5	24154.437500
18	6	6	6	18454.107422
18	6	6	7	28155.488281
18	17	17	8	20124.546875
18	17	17	9	21154.613281
18	17	17	10	23297.523438
18	17	17	11	30321.187500
18	17	17	12	14281.480469
18	17	17	13	12372.136719
18	17	17	14	15947.787109
18	17	17	15	26426.117188
18	17	16	16	15925.439453
18	17	17	17	6769.704102
18	17	17	18	13539.408203
18	17	17	19	17892.585938
19	6	0	0	35782.667969
19	6	6	1	37492.164063
19	6	6	2	28552.259766
19	3	3	3	34468.824219
19	17	17	4	29706.306641
19	6	6	5	24250.191406
19	6	6	6	18549.861328
19	6	6	7	28251.242188
19	17	17	8	24477.722656
19	17	17	9	25507.791016
19	6	6	10	26606.144531
19	6	6	11	32430.984375
19	17	17	12	18634.658203
19	17	17	13	16725.312500
19	17	17	14	20300.964844
19	17	17	15	30779.294922
19	17	16	16	20278.615234
19	17	17	17	11122.880859
19	17	17	18	17892.585938
19	17	17	19	22245.761719
n: 5	p: 3
FO:	24574.900391
HUBS:	[2, 4, 0]
OR	H1	H2	DS	CUSTO
0	0	0	0	0.000000
0	0	0	1	13938.533203
0	0	2	2	15795.595703
0	0	2	3	23527.820313
0	0	4	4	24574.900391
1	0	0	0	13938.533203
1	2	2	1	14919.535156
1	2	2	2	7459.767578
1	2	2	3	15191.992188
1	2	4	4	16832.273438
2	2	0	0	15795.595703
2	2	2	1	7459.767578
2	2	2	2	0.000000
2	2	2	3	7732.224609
2	2	4	4	9372.506836
3	2	0	0	23527.820313
3	2	2	1	15191.992188
3	2	2	2	7732.224609
3	4	4	3	9733.277344
3	4	4	4	4866.638672
4	4	0	0	24574.900391
4	4	2	1	16832.273438
4	4	2	2	9372.506836
4	4	4	3	4866.638672
4	4	4	4	0.000000
n: 10	p: 2
FO:	40382.656250
HUBS:	[2, 4]
OR	H1	H2	DS	CUSTO
0	2	2	0	31390.392578
0	2	2	1	35886.523438
0	2	2	2	15695.196289
0	2	2	3	29438.031250
0	2	4	4	21220.335938
0	2	2	5	34366.617188
0	2	4	6	29847.527344
0	2	2	7	33991.773438
0	2	4	8	35336.144531
0	2	4	9	35379.136719
1	2	2	0	35886.523438
1	2	2	1	40382.656250
1	2	2	2	20191.328125
1	2	2	3	33934.164063
1	4	4	4	24553.875000
1	2	2	5	38862.750000
1	4	4	6	33181.066406
1	4	4	7	37601.246094
1	4	4	8	38669.679688
1	4	4	9	38712.671875
2	2	2	0	15695.196289
2	2	2	1	20191.328125
2	2	2	2	0.000000
2	2	2	3	13742.834961
2	2	4	4	5525.140137
2	2	2	5	18671.421875
2	2	4	6	14152.332031
2	2	2	7	18296.578125
2	2	4	8	19640.947266
2	2	4	9	19683.939453
3	2	2	0	29438.031250
3	2	2	1	33934.164063
3	2	2	2	13742.834961
3	2	2	3	27485.669922
3	4	4	4	14466.613281
3	4	4	5	30823.582031
3	4	4	6	23093.804688
3	4	4	7	27513.984375
3	4	4	8	28582.419922
3	4	4	9	28625.412109
4	4	2	0	21220.335938
4	4	4	1	24553.875000
4	4	2	2	5525.140137
4	4	4	3	14466.613281
4	4	4	4	0.000000
4	4	4	5	16356.967773
4	4	4	6	8627.191406
4	4	4	7	13047.372070
4	4	4	8	14115.806641
4	4	4	9	14158.798828
5	2	2	0	34366.617188
5	2	2	1	38862.750000
5	2	2	2	18671.421875
5	4	4	3	30823.582031
5	4	4	4	16356.967773
5	4	4	5	32713.935547
5	4	4	6	24984.160156
5	4	4	7	29404.339844
5	4	4	8	30472.773438
5	4	4	9	30515.765625
6	4	2	0	29847.527344
6	4	4	1	33181.066406
6	4	2	2	14152.332031
6	4	4	3	23093.804688
6	4	4	4	8627.191406
6	4	4	5	24984.160156
6	4	4	6	17254.382813
6	4	4	7	21674.562500
6	4	4	8	22742.998047
6	4	4	9	22785.990234
7	2	2	0	33991.773438
7	4	4	1	37601.246094
7	2	2	2	18296.578125
7	4	4	3	27513.984375
7	4	4	4	13047.372070
7	4	4	5	29404.339844
7	4	4	6	21674.562500
7	4	4	7	26094.744141
7	4	4	8	27163.179688
7	4	4	9	27206.171875
8	4	2	0	35336.144531
8	4	4	1	38669.679688
8	4	2	2	19640.947266
8	4	4	3	28582.419922
8	4	4	4	14115.806641
8	4	4	5	30472.773438
8	4	4	6	22742.998047
8	4	4	7	27163.179688
8	4	4	8	28231.613281
8	4	4	9	28274.605469
9	4	2	0	35379.136719
9	4	4	1	38712.671875
9	4	2	2	19683.939453
9	4	4	3	28625.412109
9	4	4	4	14158.798828
9	4	4	5	30515.765625
9	4	4	6	22785.990234
9	4	4	7	27206.171875
9	4	4	8	28274.605469
9	4	4	9	28317.597656
n: 10	p: 3
FO:	32713.935547
HUBS:	[1, 4, 0]
OR	H1	H2	DS	CUSTO
0	0	0	0	0.000000
0	0	1	1	14970.792969
0	0	0	2	15695.196289
0	0	0	3	23247.453125
0	0	4	4	17284.964844
0	0	0	5	30371.322266
0	0	4	6	25912.156250
0	0	4	7	30332.337891
0	0	4	8	31400.773438
0	0	4	9	31443.765625
1	1	0	0	14970.792969
1	1	1	1	0.000000
1	1	1	2	20191.328125
1	1	1	3	12595.395508
1	1	4	4	18415.406250
1	1	1	5	18813.214844
1	1	4	6	27042.597656
1	1	1	7	25425.410156
1	1	4	8	32531.212891
1	1	1	9	30557.939453
2	0	0	0	15695.196289
2	1	1	1	20191.328125
2	4	4	2	14733.707031
2	4	4	3	21833.466797
2	4	4	4	7366.853516
2	4	4	5	23723.820313
2	4	4	6	15994.044922
2	4	4	7	20414.226563
2	4	4	8	21482.660156
2	4	4	9	21525.652344
3	0	0	0	23247.453125
3	1	1	1	12595.395508
3	4	4	2	21833.466797
3	1	1	3	25190.791016
3	4	4	4	14466.613281
3	4	4	5	30823.582031
3	4	4	6	23093.804688
3	4	4	7	27513.984375
3	4	4	8	28582.419922
3	4	4	9	28625.412109
4	4	0	0	17284.964844
4	4	1	1	18415.406250
4	4	4	2	7366.853516
4	4	4	3	14466.613281
4	4	4	4	0.000000
4	4	4	5	16356.967773
4	4	4	6	8627.191406
4	4	4	7	13047.372070
4	4	4	8	14115.806641
4	4	4	9	14158.798828
5	0	0	0	30371.322266
5	1	1	1	18813.214844
5	4	4	2	23723.820313
5	4	4	3	30823.582031
5	4	4	4	16356.967773
5	4	4	5	32713.935547
5	4	4	6	24984.160156
5	4	4	7	29404.339844
5	4	4	8	30472.773438
5	4	4	9	30515.765625
6	4	0	0	25912.156250
6	4	1	1	27042.597656
6	4	4	2	15994.044922
6	4	4	3	23093.804688
6	4	4	4	8627.191406
6	4	4	5	24984.160156
6	4	4	6	17254.382813
6	4	4	7	21674.562500
6	4	4	8	22742.998047
6	4	4	9	22785.990234
7	4	0	0	30332.337891
7	1	1	1	25425.410156
7	4	4	2	20414.226563
7	4	4	3	27513.984375
7	4	4	4	13047.372070
7	4	4	5	29404.339844
7	4	4	6	21674.562500
7	4	4	7	26094.744141
7	4	4	8	27163.179688
7	4	4	9	27206.171875
8	4	0	0	31400.773438
8	4	1	1	32531.212891
8	4	4	2	21482.660156
8	4	4	3	28582.419922
8	4	4	4	14115.806641
8	4	4	5	30472.773438
8	4	4	6	22742.998047
8	4	4	7	27163.179688
8	4	4	8	28231.613281
8	4	4	9	28274.605469
9	4	0	0	31443.765625
9	1	1	1	30557.939453
9	4	4	2	21525.652344
9	4	4	3	28625.412109
9	4	4	4	14158.798828
9	4	4	5	30515.765625
9	4	4	6	22785.990234
9	4	4	7	27206.171875
9	4	4	8	28274.605469
9	4	4	9	28317.597656
n: 20	p: 2
FO:	52869.535156
HUBS:	[9, 1]
OR	H1	H2	DS	CUSTO
0	1	1	0	23147.361328
0	1	1	1	11573.680664
0	1	1	2	21648.929688
0	1	1	3	38008.449219
0	1	1	4	31744.035156
0	1	1	5	26962.367188
0	1	1	6	30515.980469
0	1	1	7	37655.722656
0	9	9	8	36479.050781
0	9	9	9	25387.062500
0	9	9	10	30816.599609
0	9	9	11	39757.234375
0	9	9	12	36191.937500
0	9	9	13	34803.277344
0	9	9	14	33525.390625
0	9	9	15	38812.691406
0	9	9	16	47915.195313
0	9	9	17	39771.972656
0	9	9	18	37105.210938
0	9	9	19	38218.808594
1	1	1	0	11573.680664
1	1	1	1	0.000000
1	1	1	2	10075.250000
1	1	1	3	26434.767578
1	1	1	4	20170.355469
1	1	1	5	15388.686523
1	1	1	6	18942.300781
1	1	1	7	26082.041016
1	1	1	8	25120.785156
1	1	9	9	18235.078125
1	1	9	10	23664.615234
1	1	1	11	31700.070313
1	1	9	12	29039.951172
1	1	9	13	27651.292969
1	1	9	14	26373.406250
1	1	9	15	31660.707031
1	1	1	16	39186.632813
1	1	9	17	32619.988281
1	1	9	18	29953.226563
1	1	9	19	31066.824219
2	1	1	0	21648.929688
2	1	1	1	10075.250000
2	1	1	2	20150.500000
2	1	1	3	36510.015625
2	9	9	4	29254.687500
2	1	1	5	25463.937500
2	9	9	6	23867.066406
2	9	9	7	29747.898438
2	9	9	8	27757.228516
2	9	9	9	16665.240234
2	9	9	10	22094.777344
2	9	9	11	31035.410156
2	9	9	12	27470.113281
2	9	9	13	26081.455078
2	9	9	14	24803.568359
2	9	9	15	30090.867188
2	9	9	16	39193.375000
2	9	9	17	31050.150391
2	9	9	18	28383.388672
2	9	9	19	29496.984375
3	1	1	0	38008.449219
3	1	1	1	26434.767578
3	1	1	2	36510.015625
3	1	1	3	52869.535156
3	9	9	4	40628.605469
3	9	9	5	36993.773438
3	9	9	6	35240.984375
3	9	9	7	41121.820313
3	9	9	8	39131.148438
3	9	9	9	28039.160156
3	9	9	10	33468.695313
3	9	9	11	42409.332031
3	9	9	12	38844.031250
3	9	9	13	37455.375000
3	9	9	14	36177.488281
3	9	9	15	41464.789063
3	9	9	16	50567.292969
3	9	9	17	42424.070313
3	9	9	18	39757.308594
3	9	9	19	40870.906250
4	1	1	0	31744.035156
4	1	1	1	20170.355469
4	9	9	2	29254.687500
4	9	9	3	40628.605469
4	9	9	4	25178.892578
4	9	9	5	21544.062500
4	9	9	6	19791.273438
4	9	9	7	25672.105469
4	9	9	8	23681.433594
4	9	9	9	12589.446289
4	9	9	10	18018.982422
4	9	9	11	26959.617188
4	9	9	12	23394.320313
4	9	9	13	22005.660156
4	9	9	14	20727.775391
4	9	9	15	26015.074219
4	9	9	16	35117.578125
4	9	9	17	26974.355469
4	9	9	18	24307.593750
4	9	9	19	25421.191406
5	1	1	0	26962.367188
5	1	1	1	15388.686523
5	1	1	2	25463.937500
5	9	9	3	36993.773438
5	9	9	4	21544.062500
5	9	9	5	17909.230469
5	9	9	6	16156.441406
5	9	9	7	22037.273438
5	9	9	8	20046.603516
5	9	9	9	8954.615234
5	9	9	10	14384.152344
5	9	9	11	23324.785156
5	9	9	12	19759.488281
5	9	9	13	18370.830078
5	9	9	14	17092.943359
5	9	9	15	22380.242188
5	9	9	16	31482.748047
5	9	9	17	23339.525391
5	9	9	18	20672.763672
5	9	9	19	21786.359375
6	1	1	0	30515.980469
6	1	1	1	18942.300781
6	9	9	2	23867.066406
6	9	9	3	35240.984375
6	9	9	4	19791.273438
6	9	9	5	16156.441406
6	9	9	6	14403.652344
6	9	9	7	20284.484375
6	9	9	8	18293.814453
6	9	9	9	7201.826172
6	9	9	10	12631.363281
6	9	9	11	21571.996094
6	9	9	12	18006.699219
6	9	9	13	16618.041016
6	9	9	14	15340.154297
6	9	9	15	20627.453125
6	9	9	16	29729.958984
6	9	9	17	21586.736328
6	9	9	18	18919.974609
6	9	9	19	20033.570313
7	1	1	0	37655.722656
7	1	1	1	26082.041016
7	9	9	2	29747.898438
7	9	9	3	41121.820313
7	9	9	4	25672.105469
7	9	9	5	22037.273438
7	9	9	6	20284.484375
7	9	9	7	26165.316406
7	9	9	8	24174.646484
7	9	9	9	13082.658203
7	9	9	10	18512.195313
7	9	9	11	27452.828125
7	9	9	12	23887.531250
7	9	9	13	22498.873047
7	9	9	14	21220.986328
7	9	9	15	26508.285156
7	9	9	16	35610.789063
7	9	9	17	27467.568359
7	9	9	18	24800.806641
7	9	9	19	25914.402344
8	9	9	0	36479.050781
8	1	1	1	25120.785156
8	9	9	2	27757.228516
8	9	9	3	39131.148438
8	9	9	4	23681.433594
8	9	9	5	20046.603516
8	9	9	6	18293.814453
8	9	9	7	24174.646484
8	9	9	8	22183.976563
8	9	9	9	11091.988281
8	9	9	10	16521.525391
8	9	9	11	25462.160156
8	9	9	12	21896.861328
8	9	9	13	20508.203125
8	9	9	14	19230.316406
8	9	9	15	24517.617188
8	9	9	16	33620.121094
8	9	9	17	25476.898438
8	9	9	18	22810.136719
8	9	9	19	23923.734375
9	9	9	0	25387.062500
9	9	1	1	18235.078125
9	9	9	2	16665.240234
9	9	9	3	28039.160156
9	9	9	4	12589.446289
9	9	9	5	8954.615234
9	9	9	6	7201.826172
9	9	9	7	13082.658203
9	9	9	8	11091.988281
9	9	9	9	0.000000
9	9	9	10	5429.536621
9	9	9	11	14370.170898
9	9	9	12	10804.873047
9	9	9	13	9416.214844
9	9	9	14	8138.328613
9	9	9	15	13425.627930
9	9	9	16	22528.132813
9	9	9	17	14384.910156
9	9	9	18	11718.148438
9	9	9	19	12831.745117
10	9	9	0	30816.599609
10	9	1	1	23664.615234
10	9	9	2	22094.777344
10	9	9	3	33468.695313
10	9	9	4	18018.982422
10	9	9	5	14384.152344
10	9	9	6	12631.363281
10	9	9	7	18512.195313
10	9	9	8	16521.525391
10	9	9	9	5429.536621
10	9	9	10	10859.073242
10	9	9	11	19799.707031
10	9	9	12	16234.410156
10	9	9	13	14845.751953
10	9	9	14	13567.865234
10	9	9	15	18855.164063
10	9	9	16	27957.669922
10	9	9	17	19814.447266
10	9	9	18	17147.685547
10	9	9	19	18261.281250
11	9	9	0	39757.234375
11	1	1	1	31700.070313
11	9	9	2	31035.410156
11	9	9	3	42409.332031
11	9	9	4	26959.617188
11	9	9	5	23324.785156
11	9	9	6	21571.996094
11	9	9	7	27452.828125
11	9	9	8	25462.160156
11	9	9	9	14370.170898
11	9	9	10	19799.707031
11	9	9	11	28740.341797
11	9	9	12	25175.042969
11	9	9	13	23786.386719
11	9	9	14	22508.500000
11	9	9	15	27795.798828
11	9	9	16	36898.304688
11	9	9	17	28755.082031
11	9	9	18	26088.320313
11	9	9	19	27201.916016
12	9	9	0	36191.937500
12	9	1	1	29039.951172
12	9	9	2	27470.113281
12	9	9	3	38844.031250
12	9	9	4	23394.320313
12	9	9	5	19759.488281
12	9	9	6	18006.699219
12	9	9	7	23887.531250
12	9	9	8	21896.861328
12	9	9	9	10804.873047
12	9	9	10	16234.410156
12	9	9	11	25175.042969
12	9	9	12	21609.746094
12	9	9	13	20221.087891
12	9	9	14	18943.201172
12	9	9	15	24230.500000
12	9	9	16	33333.007813
12	9	9	17	25189.783203
12	9	9	18	22523.021484
12	9	9	19	23636.617188
13	9	9	0	34803.277344
13	9	1	1	27651.292969
13	9	9	2	26081.455078
13	9	9	3	37455.375000
13	9	9	4	22005.660156
13	9	9	5	18370.830078
13	9	9	6	16618.041016
13	9	9	7	22498.873047
13	9	9	8	20508.203125
13	9	9	9	9416.214844
13	9	9	10	14845.751953
13	9	9	11	23786.386719
13	9	9	12	20221.087891
13	9	9	13	18832.429688
13	9	9	14	17554.542969
13	9	9	15	22841.843750
13	9	9	16	31944.347656
13	9	9	17	23801.125000
13	9	9	18	21134.363281
13	9	9	19	22247.960938
14	9	9	0	33525.390625
14	9	1	1	26373.406250
14	9	9	2	24803.568359
14	9	9	3	36177.488281
14	9	9	4	20727.775391
14	9	9	5	17092.943359
14	9	9	6	15340.154297
14	9	9	7	21220.986328
14	9	9	8	19230.316406
14	9	9	9	8138.328613
14	9	9	10	13567.865234
14	9	9	11	22508.500000
14	9	9	12	18943.201172
14	9	9	13	17554.542969
14	9	9	14	16276.657227
14	9	9	15	21563.957031
14	9	9	16	30666.460938
14	9	9	17	22523.238281
14	9	9	18	19856.476563
14	9	9	19	20970.074219
15	9	9	0	38812.691406
15	9	1	1	31660.707031
15	9	9	2	30090.867188
15	9	9	3	41464.789063
15	9	9	4	26015.074219
15	9	9	5	22380.242188
15	9	9	6	20627.453125
15	9	9	7	26508.285156
15	9	9	8	24517.617188
15	9	9	9	13425.627930
15	9	9	10	18855.164063
15	9	9	11	27795.798828
15	9	9	12	24230.500000
15	9	9	13	22841.843750
15	9	9	14	21563.957031
15	9	9	15	26851.255859
15	9	9	16	35953.761719
15	9	9	17	27810.539063
15	9	9	18	25143.777344
15	9	9	19	26257.373047
16	9	9	0	47915.195313
16	1	1	1	39186.632813
16	9	9	2	39193.375000
16	9	9	3	50567.292969
16	9	9	4	35117.578125
